# Data from hep-ex/0701051
# D=0.7, 1.6<|y_{jet}|<2.1
58.0	6.670e+00	 4.0	 4.0	9.000e-01	9.900e-01
67.0	2.680e+00	 5.0	 5.0	3.200e-01	3.400e-01
77.5	1.040e+00	 5.5	 5.5	1.300e-01	1.300e-01
89.5	3.770e-01	 6.5	 6.5	5.000e-02	5.300e-02
103.0	1.320e-01	 7.0	 7.0	2.000e-02	2.100e-02
118.5	4.180e-02	 8.5	 8.5	6.900e-03	7.600e-03
136.5	1.210e-02	 9.5	 9.5	2.400e-03	2.600e-03
157.5	2.920e-03	11.5	11.5	6.500e-04	7.400e-04
182.0	5.740e-04	13.0	13.0	1.470e-04	1.740e-04
209.5	8.490e-05	14.5	14.5	2.730e-05	3.400e-05
241.5	8.650e-06	17.5	17.5	3.710e-06	4.810e-06
278.5	5.670e-07	19.5	19.5	4.420e-07	4.870e-07
